0.43;4993.2;99.6078431372549;1;0;0;0;0;
0.43;4986.4;99.6078431372549;1;0;0;0;0;
0.43;4979.599999999999;99.2156862745098;1;0;0;0;0;
0.43;4972.799999999999;99.2156862745098;1;0;0;0;0;
0.43;4965.999999999999;99.2156862745098;1;0;0;0;0;
0.43;4959.199999999999;98.82352941176471;1;0;0;0;0;
0.43;4952.399999999999;98.82352941176471;1;0;0;0;0;
0.43;4945.5999999999985;98.82352941176471;1;0;0;0;0;
0.43;4938.799999999998;98.43137254901961;1;0;0;0;0;
0.43;4931.9887199999985;98.43137254901961;1;0;12;0;0;
0.43;4925.188719999998;98.43137254901961;1;0;12;0;0;
0.43;4918.388719999998;98.03921568627452;1;0;12;0;0;
0.43;4911.588719999998;98.03921568627452;1;0;12;0;0;
0.43;4904.788719999998;98.03921568627452;1;0;12;0;0;
0.43;4897.988719999998;97.64705882352942;1;0;12;0;0;
0.43;4891.188719999997;97.64705882352942;1;0;12;0;0;
0.43;4884.388719999997;97.64705882352942;1;0;12;0;0;
0.43;4877.588719999997;97.25490196078432;1;0;12;0;0;
0.43;4870.788719999997;97.25490196078432;1;0;12;0;0;
0.43;4863.977439999997;97.25490196078432;1;0;24;0;0;
0.43;4857.177439999997;96.86274509803923;1;0;24;0;0;
0.43;4850.377439999997;96.86274509803923;1;0;24;0;0;
0.43;4843.577439999996;96.86274509803923;1;0;24;0;0;
0.43;4836.777439999996;96.47058823529413;1;0;24;0;0;
0.43;4829.977439999996;96.47058823529413;1;0;24;0;0;
0.43;4823.177439999996;96.07843137254902;1;0;24;0;0;
0.43;4816.377439999996;96.07843137254902;1;0;24;0;0;
0.43;4809.5774399999955;96.07843137254902;1;0;24;0;0;
0.43;4802.777439999995;95.68627450980392;1;0;24;0;0;
0.43;4795.977439999995;95.68627450980392;1;0;24;0;0;
0.43;4789.166159999995;95.68627450980392;1;0;36;0;0;
0.43;4782.366159999995;95.29411764705883;1;0;36;0;0;
0.43;4775.566159999995;95.29411764705883;1;0;36;0;0;
0.43;4768.766159999995;95.29411764705883;1;0;36;0;0;
0.43;4761.9661599999945;94.90196078431373;1;0;36;0;0;
0.43;4755.166159999994;94.90196078431373;1;0;36;0;0;
0.43;4748.366159999994;94.90196078431373;1;0;36;0;0;
0.43;4741.566159999994;94.50980392156863;1;0;36;0;0;
0.43;4734.766159999994;94.50980392156863;1;0;36;0;0;
0.43;4727.966159999994;94.50980392156863;1;0;36;0;0;
0.43;4721.154879999994;94.11764705882354;1;0;48;0;0;
0.43;4714.3548799999935;94.11764705882354;1;0;48;0;0;
0.43;4707.554879999993;94.11764705882354;1;0;48;0;0;
0.43;4700.754879999993;93.72549019607844;1;0;48;0;0;
0.43;4693.954879999993;93.72549019607844;1;0;48;0;0;
0.43;4687.154879999993;93.72549019607844;1;0;48;0;0;
0.43;4680.354879999993;93.33333333333334;1;0;48;0;0;
0.43;4673.554879999992;93.33333333333334;1;0;48;0;0;
0.43;4666.754879999992;93.33333333333334;1;0;48;0;0;
0.43;4659.954879999992;92.94117647058825;1;0;48;0;0;
0.43;4653.143599999992;92.94117647058825;1;0;60;0;0;
0.43;4646.343599999992;92.54901960784315;1;0;60;0;0;
0.43;4639.543599999992;92.54901960784315;1;0;60;0;0;
0.43;4632.743599999992;92.54901960784315;1;0;60;0;0;
0.43;4625.943599999991;92.15686274509804;1;0;60;0;0;
0.43;4619.143599999991;92.15686274509804;1;0;60;0;0;
0.43;4612.343599999991;92.15686274509804;1;0;60;0;0;
0.43;4605.543599999991;91.76470588235294;1;0;60;0;0;
0.43;4598.743599999991;91.76470588235294;1;0;60;0;0;
